"id","value","length","source"
"5075","wilayah","7","sains-003"
"5076","fongoli","7","sains-003"
"5077","senegal","7","sains-003"
"5078","riset","5","sains-003"
"5079","semakin","7","sains-003"
"5080","memperkuat","10","sains-003"
"5081","kemiripan","9","sains-003"
"5082","antara","6","sains-003"
"5083","manusia","7","sains-003"
"5084","dengan","6","sains-003"
"5085","primata","7","sains-003"
"5086","lain","4","sains-003"
"5087","manusia","7","sains-003"
"5088","memperpanjang","13","sains-003"
"5089","aktifitasnya","12","sains-003"
"5090","hingga","6","sains-003"
"5091","malam","5","sains-003"
"5092","untuk","5","sains-003"
"5093","bekerja","7","sains-003"
"5094","mencari","7","sains-003"
"5095","makan","5","sains-003"
"5096","atau","4","sains-003"
"5097","hanya","5","sains-003"
"5098","sekedar","7","sains-003"
"5099","berkumpul","9","sains-003"
"5100","kedai","5","sains-003"
"5101","kopi","4","sains-003"
"5102","ataupun","7","sains-003"
"5103","berpesta","8","sains-003"
"5104","persen","6","sains-004"
"5105","hujan","5","sains-004"
"5106","terbuang","8","sains-004"
"5107","percumalebih","12","sains-004"
"5108","dari","4","sains-004"
"5109","persen","6","sains-004"
"5110","hujan","5","sains-004"
"5111","perkotaan","9","sains-004"
"5112","hanya","5","sains-004"
"5113","menjadi","7","sains-004"
"5114","limpasan","8","sains-004"
"5115","yang","4","sains-004"
"5116","mengalir","8","sains-004"
"5117","permukaan","9","sains-004"
"5118","tanah","5","sains-004"
"5119","sebelum","7","sains-004"
"5120","terbuang","8","sains-004"
"5121","sungai","6","sains-004"
"5122","buruknya","8","sains-004"
"5123","upaya","5","sains-004"
"5124","memanen","7","sains-004"
"5125","hujan","5","sains-004"
"5126","membuat","7","sains-004"
"5127","banjir","6","sains-004"
"5128","pada","4","sains-004"
"5129","musim","5","sains-004"
"5130","hujan","5","sains-004"
"5131","kekeringan","10","sains-004"
"5132","pada","4","sains-004"
"5133","musim","5","sains-004"
"5134","kemarau","7","sains-004"
"5135","menjadi","7","sains-004"
"5136","rutinitas","9","sains-004"
"5137","bencana","7","sains-004"
"5138","perkotaan","9","sains-004"
"5139","guru","4","sains-004"
"5140","besar","5","sains-004"
"5141","hidrologi","9","sains-004"
"5142","universitas","11","sains-004"
"5143","gadjah","6","sains-004"
"5144","mada","4","sains-004"
"5145","yogyakarta","10","sains-004"
"5146","sudibyakto","10","sains-004"
"5147","dihubungi","9","sains-004"
"5148","dari","4","sains-004"
"5149","jakarta","7","sains-004"
"5150","sabtu","5","sains-004"
"5151","mengatakan","10","sains-004"
"5152","jumlah","6","sains-004"
"5153","limpasan","8","sains-004"
"5154","perkotaan","9","sains-004"
"5155","terus","5","sains-004"
"5156","meningkat","9","sains-004"
"5157","pada","4","sains-004"
"5158","dekade","6","sains-004"
"5159","baru","4","sains-004"
"5160","persen","6","sains-004"
"5161","hujan","5","sains-004"
"5162","terbuang","8","sains-004"
"5163","dalam","5","sains-004"
"5164","periode","7","sains-004"
"5165","sama","4","sains-004"
"5166","pedesaan","8","sains-004"
"5167","hujan","5","sains-004"
"5168","yang","4","sains-004"
"5169","menjadi","7","sains-004"
"5170","limpasan","8","sains-004"
"5171","relatif","7","sains-004"
"5172","tetap","5","sains-004"
"5173","persen","6","sains-004"
"5174","seharusnya","10","sains-004"
"5175","hujan","5","sains-004"
"5176","tidak","5","sains-004"
"5177","langsung","8","sains-004"
"5178","sungai","6","sains-004"
"5179","laut","4","sains-004"
"5180","tetapi","6","sains-004"
"5181","disimpan","8","sains-004"
"5182","untuk","5","sains-004"
"5183","memperkaya","10","sains-004"
"5184","tanah","5","sains-004"
"5185","katanya","7","sains-004"
"5186","kondisi","7","sains-004"
"5187","mengkhawatirkan","15","sains-004"
"5188","makin","5","sains-004"
"5189","banyak","6","sains-004"
"5190","desa","4","sains-004"
"5191","yang","4","sains-004"
"5192","berubah","7","sains-004"
"5193","menjadi","7","sains-004"
"5194","kota","4","sains-004"
"5195","jumlah","6","sains-004"
"5196","penduduk","8","sains-004"
"5197","perkotaan","9","sains-004"
"5198","meningkat","9","sains-004"
"5199","jika","4","sains-004"
"5200","tahun","5","sains-004"
"5201","hanya","5","sains-004"
"5202","persen","6","sains-004"
"5203","penduduk","8","sains-004"
"5204","tinggal","7","sains-004"
"5205","kota","4","sains-004"
"5206","tahun","5","sains-004"
"5207","melonjak","8","sains-004"
"5208","jadi","4","sains-004"
"5209","persen","6","sains-004"
"5210","kepala","6","sains-004"
"5211","pusat","5","sains-004"
"5212","perubahan","9","sains-004"
"5213","iklim","5","sains-004"
"5214","institut","8","sains-004"
"5215","teknologi","9","sains-004"
"5216","bandung","7","sains-004"
"5217","armi","4","sains-004"
"5218","susandi","7","sains-004"
"5219","menambahkan","11","sains-004"
"5220","hujan","5","sains-004"
"5221","yang","4","sains-004"
"5222","tersimpan","9","sains-004"
"5223","dalam","5","sains-004"
"5224","tanah","5","sains-004"
"5225","bisa","4","sains-004"
"5226","menjadi","7","sains-004"
"5227","penahan","7","sains-004"
"5228","perembesan","10","sains-004"
"5229","laut","4","sains-004"
"5230","daratan","7","sains-004"
"5231","yang","4","sains-004"
"5232","membuat","7","sains-004"
"5233","tanah","5","sains-004"
"5234","jadi","4","sains-004"
"5235","asin","4","sains-004"
"5236","penyimpanan","11","sains-004"
"5237","hujan","5","sains-004"
"5238","membantu","8","sains-004"
"5239","mengurangi","10","sains-004"
"5240","percepatan","10","sains-004"
"5241","amblesnya","9","sains-004"
"5242","tanah","5","sains-004"
"5243","akibat","6","sains-004"
"5244","penyedotan","10","sains-004"
"5245","tanah","5","sains-004"
"5246","sudibyakto","10","sains-004"
"5247","mengatakan","10","sains-004"
"5248","peningkatan","11","sains-004"
"5249","jumlah","6","sains-004"
"5250","limpasan","8","sains-004"
"5251","disebabkan","10","sains-004"
"5252","oleh","4","sains-004"
"5253","perubahan","9","sains-004"
"5254","iklim","5","sains-004"
"5255","yang","4","sains-004"
"5256","memicu","6","sains-004"
"5257","pergeseran","10","sains-004"
"5258","pola","4","sains-004"
"5259","cuaca","5","sains-004"
"5260","hujan","5","sains-004"
"5261","indikasinya","11","sains-004"
"5262","peningkatan","11","sains-004"
"5263","curah","5","sains-004"
"5264","hujan","5","sains-004"
"5265","serta","5","sains-004"
"5266","makin","5","sains-004"
"5267","pendeknya","9","sains-004"
"5268","periode","7","sains-004"
"5269","hujan","5","sains-004"
"5270","deras","5","sains-004"
"5271","yang","4","sains-004"
"5272","memicu","6","sains-004"
"5273","banjir","6","sains-004"
"5274","besar","5","sains-004"
"5275","namun","5","sains-004"
"5276","pemicu","6","sains-004"
"5277","utama","5","sains-004"
"5278","adalah","6","sains-004"
"5279","kerusakan","9","sains-004"
"5280","lingkungan","10","sains-004"
"5281","yang","4","sains-004"
"5282","parah","5","sains-004"
"5283","daerah","6","sains-004"
"5284","tutupan","7","sains-004"
"5285","yang","4","sains-004"
"5286","ditumbuhi","9","sains-004"
"5287","tanaman","7","sains-004"
"5288","berfungsi","9","sains-004"
"5289","sebagai","7","sains-004"
"5290","daerah","6","sains-004"
"5291","serapan","7","sains-004"
"5292","makin","5","sains-004"
"5293","berkurang","9","sains-004"
"5294","sejumlah","8","sains-004"
"5295","kota","4","sains-004"
"5296","besar","5","sains-004"
"5297","luas","4","sains-004"
"5298","kawasan","7","sains-004"
"5299","tutupan","7","sains-004"
"5300","hijau","5","sains-004"
"5301","kurang","6","sains-004"
"5302","dari","4","sains-004"
"5303","persen","6","sains-004"
"5304","namun","5","sains-004"
"5305","upaya","5","sains-004"
"5306","adaptasi","8","sains-004"
"5307","pemerintah","10","sains-004"
"5308","masih","5","sains-004"
"5309","konvensional","12","sains-004"
"5310","baik","4","sains-004"
"5311","dalam","5","sains-004"
"5312","pembangunan","11","sains-004"
"5313","infrastruktur","13","sains-004"
"5314","maupun","6","sains-004"
"5315","pembangunan","11","sains-004"
"5316","budaya","6","sains-004"
"5317","perilaku","8","sains-004"
"5318","sadar","5","sains-004"
"5319","bencana","7","sains-004"
"5320","upaya","5","sains-004"
"5321","yang","4","sains-004"
"5322","dilakukan","9","sains-004"
"5323","tidak","5","sains-004"
"5324","memperhitungkan","15","sains-004"
"5325","tingkat","7","sains-004"
"5326","kerusakan","9","sains-004"
"5327","lingkungan","10","sains-004"
"5328","perubahan","9","sains-004"
"5329","iklim","5","sains-004"
"5330","beberapa","8","sains-004"
"5331","dekade","6","sains-004"
"5332","depan","5","sains-004"
"5333","yang","4","sains-004"
"5334","akan","4","sains-004"
"5335","semakin","7","sains-004"
"5336","parah","5","sains-004"
"5337","upaya","5","sains-004"
"5338","penanganan","10","sains-004"
"5339","bencana","7","sains-004"
"5340","juga","4","sains-004"
"5341","masih","5","sains-004"
"5342","memakai","7","sains-004"
"5343","paradigma","9","sains-004"
"5344","lama","4","sains-004"
"5345","tanpa","5","sains-004"
"5346","didasari","8","sains-004"
"5347","kajian","6","sains-004"
"5348","ilmu","4","sains-004"
"5349","pengetahuan","11","sains-004"
"5350","teknologi","9","sains-004"
"5351","yang","4","sains-004"
"5352","memadai","7","sains-004"
"5353","akibatnya","9","sains-004"
"5354","banyak","6","sains-004"
"5355","investasi","9","sains-004"
"5356","untuk","5","sains-004"
"5357","pengurangan","11","sains-004"
"5358","risiko","6","sains-004"
"5359","bencana","7","sains-004"
"5360","tidak","5","sains-004"
"5361","memberikan","10","sains-004"
"5362","hasil","5","sains-004"
"5363","optimal","7","sains-004"
"5364","infrastruktur","13","sains-004"
"5365","yang","4","sains-004"
"5366","dibangun","8","sains-004"
"5367","hanya","5","sains-004"
"5368","memiliki","8","sains-004"
"5369","masa","4","sains-004"
"5370","guna","4","sains-004"
"5371","yang","4","sains-004"
"5372","pendek","6","sains-004"
"5373","armi","4","sains-004"
"5374","mencontohkan","12","sains-004"
"5375","rencana","7","sains-004"
"5376","pembangunan","11","sains-004"
"5377","deep","4","sains-004"
"5378","tunnel","6","sains-004"
"5379","untuk","5","sains-004"
"5380","mengatasi","9","sains-004"
"5381","banjir","6","sains-004"
"5382","jakarta","7","sains-004"
"5383","tidak","5","sains-004"
"5384","didasarkan","10","sains-004"
"5385","pada","4","sains-004"
"5386","prinsip","7","sains-004"
"5387","hidrologi","9","sains-004"
"5388","yang","4","sains-004"
"5389","tertampung","10","sains-004"
"5390","dalam","5","sains-004"
"5391","terowongan","10","sains-004"
"5392","seharusnya","10","sains-004"
"5393","dikembalikan","12","sains-004"
"5394","dalam","5","sains-004"
"5395","tanah","5","sains-004"
"5396","untuk","5","sains-004"
"5397","memperkaya","10","sains-004"
"5398","tanah","5","sains-004"
"5399","bukan","5","sains-004"
"5400","dibuang","7","sains-004"
"5401","laut","4","sains-004"
"5402","struktur","8","sains-005"
"5403","terbesar","8","sains-005"
"5404","semesta","7","sains-005"
"5405","menambah","8","sains-005"
"5406","misteri","7","sains-005"
"5407","jagat","5","sains-005"
"5408","raya","4","sains-005"
"5409","lancashire","10","sains-005"
"5410","kompas","6","sains-005"
"5411","dengan","6","sains-005"
"5412","menganalisis","12","sains-005"
"5413","data","4","sains-005"
"5414","hasil","5","sains-005"
"5415","sloan","5","sains-005"
"5416","digital","7","sains-005"
"5417","survey","6","sains-005"
"5418","sekelompok","10","sains-005"
"5419","astronom","8","sains-005"
"5420","menemukan","9","sains-005"
"5421","struktur","8","sains-005"
"5422","terbesar","8","sains-005"
"5423","jagat","5","sains-005"
"5424","raya","4","sains-005"
"5425","yang","4","sains-005"
"5426","ukurannya","9","sains-005"
"5427","mencapai","8","sains-005"
"5428","miliar","6","sains-005"
"5429","tahun","5","sains-005"
"5430","cahaya","6","sains-005"
"5431","atau","4","sains-005"
"5432","septiliun","9","sains-005"
"5433","penemuan","8","sains-005"
"5434","memberikan","10","sains-005"
"5435","banyak","6","sains-005"
"5436","kejutan","7","sains-005"
"5437","sebab","5","sains-005"
"5438","memecahkan","10","sains-005"
"5439","rekor","5","sains-005"
"5440","kosmologi","9","sains-005"
"5441","sebagai","7","sains-005"
"5442","struktur","8","sains-005"
"5443","terbesar","8","sains-005"
"5444","semesta","7","sains-005"
"5445","kata","4","sains-005"
"5446","roger","5","sains-005"
"5447","clowes","6","sains-005"
"5448","pimpinan","8","sains-005"
"5449","penelitian","10","sains-005"
"5450","astronom","8","sains-005"
"5451","dari","4","sains-005"
"5452","university","10","sains-005"
"5453","central","7","sains-005"
"5454","lancashire","10","sains-005"
"5455","inggris","7","sains-005"
"5456","struktur","8","sains-005"
"5457","terbesar","8","sains-005"
"5458","semesta","7","sains-005"
"5459","membuat","7","sains-005"
"5460","galaksi","7","sains-005"
"5461","bimasakti","9","sains-005"
"5462","tampak","6","sains-005"
"5463","kerdil","6","sains-005"
"5464","lebar","5","sains-005"
"5465","galaksi","7","sains-005"
"5466","bimasakti","9","sains-005"
"5467","hanya","5","sains-005"
"5468","tahun","5","sains-005"
"5469","cahaya","6","sains-005"
"5470","sementara","9","sains-005"
"5471","kluster","7","sains-005"
"5472","galaksi","7","sains-005"
"5473","terdekat","8","sains-005"
"5474","hanya","5","sains-005"
"5475","memiliki","8","sains-005"
"5476","lebar","5","sains-005"
"5477","juta","4","sains-005"
"5478","tahun","5","sains-005"
"5479","cahaya","6","sains-005"
"5480","struktur","8","sains-005"
"5481","terbesar","8","sains-005"
"5482","jagat","5","sains-005"
"5483","raya","4","sains-005"
"5484","jutaan","6","sains-005"
"5485","kali","4","sains-005"
"5486","lebih","5","sains-005"
"5487","besar","5","sains-005"
"5488","struktur","8","sains-005"
"5489","terbesar","8","sains-005"
"5490","yang","4","sains-005"
"5491","ditemukan","9","sains-005"
"5492","adalah","6","sains-005"
"5493","kluster","7","sains-005"
"5494","kuasar","6","sains-005"
"5495","kumpulan","8","sains-005"
"5496","galaksi","7","sains-005"
"5497","muda","4","sains-005"
"5498","yang","4","sains-005"
"5499","aktif","5","sains-005"
"5500","terdiri","7","sains-005"
"5501","dari","4","sains-005"
"5502","kuasar","6","sains-005"
"5503","astronom","8","sains-005"
"5504","telah","5","sains-005"
"5505","mengetahui","10","sains-005"
"5506","bahwa","5","sains-005"
"5507","kuasar","6","sains-005"
"5508","bisa","4","sains-005"
"5509","berukuran","9","sains-005"
"5510","hingga","6","sains-005"
"5511","juta","4","sains-005"
"5512","tahun","5","sains-005"
"5513","cahaya","6","sains-005"
"5514","namun","5","sains-005"
"5515","ukuran","6","sains-005"
"5516","kluster","7","sains-005"
"5517","kuasar","6","sains-005"
"5518","yang","4","sains-005"
"5519","ditemukan","9","sains-005"
"5520","kali","4","sains-005"
"5521","benar-benar","11","sains-005"
"5522","luar","4","sains-005"
"5523","dugaan","6","sains-005"
"5524","kluster","7","sains-005"
"5525","kuasar","6","sains-005"
"5526","menantang","9","sains-005"
"5527","pemahaman","9","sains-005"
"5528","astronom","8","sains-005"
"5529","tentang","7","sains-005"
"5530","semesta","7","sains-005"
"5531","selama","6","sains-005"
"5532","diyakini","8","sains-005"
"5533","bahwa","5","sains-005"
"5534","ada","3","sains-005"
"5535","obyek","5","sains-005"
"5536","yang","4","sains-005"
"5537","ukurannya","9","sains-005"
"5538","melebihi","8","sains-005"
"5539","miliar","6","sains-005"
"5540","tahun","5","sains-005"
"5541","cahaya","6","sains-005"
"5542","temuan","6","sains-005"
"5543","lebih","5","sains-005"
"5544","banyak","6","sains-005"
"5545","membeberkan","11","sains-005"
"5546","misteri","7","sains-005"
"5547","baru","4","sains-005"
"5548","semesta","7","sains-005"
"5549","bukan","5","sains-005"
"5550","malah","5","sains-005"
"5551","mengungkapnya","13","sains-005"
"5552","struktur","8","sains-005"
"5553","yang","4","sains-005"
"5554","secara","6","sains-005"
"5555","sederhana","9","sains-005"
"5556","disebut","7","sains-005"
"5557","large","5","sains-005"
"5558","quasar","6","sains-005"
"5559","group","5","sains-005"
"5560","juga","4","sains-005"
"5561","membuat","7","sains-005"
"5562","astronom","8","sains-005"
"5563","bepikir","7","sains-005"
"5564","kembali","7","sains-005"
"5565","karena","6","sains-005"
"5566","sejak","5","sains-005"
"5567","masa","4","sains-005"
"5568","einstein","8","sains-005"
"5569","diyakini","8","sains-005"
"5570","bahwa","5","sains-005"
"5571","semesta","7","sains-005"
"5572","tampak","6","sains-005"
"5573","seragam","7","sains-005"
"5574","bila","4","sains-005"
"5575","diobservasi","11","sains-005"
"5576","pada","4","sains-005"
"5577","skala","5","sains-005"
"5578","terbesar","8","sains-005"
"5579","temuan","6","sains-005"
"5580","bisa","4","sains-005"
"5581","berarti","7","sains-005"
"5582","bahwa","5","sains-005"
"5583","deskripsi","9","sains-005"
"5584","matematis","9","sains-005"
"5585","kita","4","sains-005"
"5586","tentang","7","sains-005"
"5587","semesta","7","sains-005"
"5588","terlalu","7","sains-005"
"5589","disederhanakan","14","sains-005"
"5590","akan","4","sains-005"
