"id","input","output","process_time","issue","source"
"4545","pada","pada","0.00347",,"sains-002"
"4546","an","an","0.00300","lemma_not_found","sains-002"
"4547","badan","badan","0.00343",,"sains-002"
"4548","meteorologi","meteorologi","0.00381",,"sains-002"
"4549","klimatologi","klimatologi","0.00338",,"sains-002"
"4550","geofisika","geofisika","0.01313",,"sains-002"
"4551","bmkg","bmkg","0.00390","lemma_not_found","sains-002"
"4552","terus","terus","0.00328",,"sains-002"
"4553","memantau","pantau","0.00642",,"sains-002"
"4554","perkembangan","kembang","0.00702",,"sains-002"
"4555","kondisi","kondisi","0.00339",,"sains-002"
"4556","tekanan","tekan","0.00472",,"sains-002"
"4557","rendah","rendah","0.00423",,"sains-002"
"4558","perairan","air","0.00228",,"sains-002"
"4559","arafura","arafura","0.00536","lemma_not_found","sains-002"
"4560","timur","timur","0.00338",,"sains-002"
"4561","filipina","filipina","0.00520","lemma_not_found","sains-002"
"4562","menurut","turut","0.00479",,"sains-002"
"4563","kepala","kepala","0.00342",,"sains-002"
"4564","pusat","pusat","0.00385",,"sains-002"
"4565","meteorologi","meteorologi","0.00374",,"sains-002"
"4566","bmkg","bmkg","0.00411","lemma_not_found","sains-002"
"4567","mulyono","mulyono","0.00404","lemma_not_found","sains-002"
"4568","prabowo","prabowo","0.00402","lemma_not_found","sains-002"
"4569","peluang","peluang","0.00300",,"sains-002"
"4570","terjadinya","jadi","0.01748",,"sains-002"
"4571","siklon","siklon","0.00311",,"sains-002"
"4572","tropis","tropis","0.00346",,"sains-002"
"4573","pada","pada","0.00339",,"sains-002"
"4574","januari","Januari","0.01326",,"sains-002"
"4575","masih","masih","0.01253",,"sains-002"
"4576","satu","satu","0.01271",,"sains-002"
"4577","kali","kali","0.00321",,"sains-002"
"4578","sementara","sementara","0.00345",,"sains-002"
"4579","siklon","siklon","0.00379",,"sains-002"
"4580","tropis","tropis","0.01150",,"sains-002"
"4581","narelle","narelle","0.00263","lemma_not_found","sains-002"
"4582","masih","masih","0.00352",,"sains-002"
"4583","berlangsung","langsung","0.00444",,"sains-002"
"4584","samudra","samudra","0.00335",,"sains-002"
"4585","hindia","hindia","0.00415","lemma_not_found","sains-002"
"4586","kilometer","kilometer","0.00342",,"sains-002"
"4587","barat","barat","0.00309",,"sains-002"
"4588","daya","daya","0.00301",,"sains-002"
"4589","denpasar","denpasar","0.01342","lemma_not_found","sains-002"
"4590","bali","bal","0.00406",,"sains-002"
"4591","dalam","dalam","0.00333",,"sains-002"
"4592","ke","ke","0.00266","lemma_not_found","sains-002"
"4593","depan","depan","0.00396",,"sains-002"
"4594","diperkirakan","kira","0.00854",,"sains-002"
"4595","siklon","siklon","0.01181",,"sains-002"
"4596","terus","terus","0.00219",,"sains-002"
"4597","melemah","lemah","0.00290",,"sains-002"
"4598","akan","akan","0.00130",,"sains-002"
"4599","meluruh","luruh","0.00171",,"sains-002"
"4600","ketika","ketika","0.00132",,"sains-002"
"4601","memasuki","masuk","0.00237",,"sains-002"
"4602","daratan","darat","0.00168",,"sains-002"
"4603","australia","australia","0.01094","lemma_not_found","sains-002"
"4604","barat","barat","0.00121",,"sains-002"
"4605","menurut","turut","0.00168",,"sains-002"
"4606","bmkg","bmkg","0.00329","lemma_not_found","sains-002"
"4607","siklon","siklon","0.00277",,"sains-002"
"4608","narelle","narelle","0.00340","lemma_not_found","sains-002"
"4609","masih","masih","0.01233",,"sains-002"
"4610","berdampak","dampak","0.01349",,"sains-002"
"4611","pada","pada","0.00341",,"sains-002"
"4612","tingginya","tinggi","0.00235",,"sains-002"
"4613","gelombang","gelombang","0.00211",,"sains-002"
"4614","laut","laut","0.00119",,"sains-002"
"4615","gelombang","gelombang","0.00131",,"sains-002"
"4616","setinggi","setinggi","0.00135",,"sains-002"
"4617","meter","meter","0.00141",,"sains-002"
"4618","berpeluang","peluang","0.00210",,"sains-002"
"4619","terjadi","jadi","0.00168",,"sains-002"
"4620","perairan","air","0.00229",,"sains-002"
"4621","barat","barat","0.00124",,"sains-002"
"4622","lampung","lampung","0.00144",,"sains-002"
"4623","selat","selat","0.01083",,"sains-002"
"4624","sunda","sunda","0.00162","lemma_not_found","sains-002"
"4625","bagian","bagi","0.00193",,"sains-002"
"4626","selatan","Selatan","0.00132",,"sains-002"
"4627","perairan","air","0.00260",,"sains-002"
"4628","selatan","Selatan","0.01071",,"sains-002"
"4629","jawa","jawa","0.00155","lemma_not_found","sains-002"
"4630","sampai","sampai","0.00153",,"sains-002"
"4631","nusa","nusa","0.00165","lemma_not_found","sains-002"
"4632","tenggara","tenggara","0.00142",,"sains-002"
"4633","perairan","air","0.00227",,"sains-002"
"4634","selatan","Selatan","0.00142",,"sains-002"
"4635","pulau","pulau","0.00579",,"sains-002"
"4636","sumba","sumba","0.00409",,"sains-002"
"4637","perairan","air","0.00570",,"sains-002"
"4638","pulau","pulau","0.00307",,"sains-002"
"4639","sawu","sawu","0.00398","lemma_not_found","sains-002"
"4640","pulau","pulau","0.00302",,"sains-002"
"4641","rote","rote","0.00432","lemma_not_found","sains-002"
"4642","sampai","sampai","0.00327",,"sains-002"
"4643","kupang","kupang","0.00343",,"sains-002"
"4644","laut","laut","0.01247",,"sains-002"
"4645","timor","timor","0.00434","lemma_not_found","sains-002"
"4646","gelombang","gelombang","0.00323",,"sains-002"
"4647","setinggi","setinggi","0.00357",,"sains-002"
"4648","meter","meter","0.00336",,"sains-002"
"4649","berpeluang","peluang","0.00519",,"sains-002"
"4650","terjadi","jadi","0.00492",,"sains-002"
"4651","samudra","samudra","0.00345",,"sains-002"
"4652","hindia","hindia","0.00425","lemma_not_found","sains-002"
"4653","selatan","Selatan","0.00333",,"sains-002"
"4654","jawa","jawa","0.00427","lemma_not_found","sains-002"
"4655","hingga","hingga","0.00341",,"sains-002"
"4656","nusa","nusa","0.00457","lemma_not_found","sains-002"
"4657","tenggara","tenggara","0.00222",,"sains-002"
"4658","bantuan","bantu","0.00245",,"sains-002"
"4659","untuk","untuk","0.00213",,"sains-002"
"4660","nelayan","nelayan","0.00342",,"sains-002"
"4661","pekan","pekan","0.00303",,"sains-002"
"4662","lalu","lalu","0.00322",,"sains-002"
"4663","menteri","menteri","0.00323",,"sains-002"
"4664","koordinator","koordinator","0.00357",,"sains-002"
"4665","kesejahteraan","sejahtera","0.00634",,"sains-002"
"4666","rakyat","rakyat","0.01248",,"sains-002"
"4667","agung","agung","0.00348",,"sains-002"
"4668","laksono","laksono","0.00389","lemma_not_found","sains-002"
"4669","mengizinkan","izin","0.00648",,"sains-002"
"4670","penggunaan","guna","0.00495",,"sains-002"
"4671","cadangan","cadang","0.00402",,"sains-002"
"4672","beras","beras","0.00316",,"sains-002"
"4673","pemerintah","perintah","0.01469",,"sains-002"
"4674","bulog","bulog","0.00398","lemma_not_found","sains-002"
"4675","untuk","untuk","0.00359",,"sains-002"
"4676","mengatasi","atas","0.00652",,"sains-002"
"4677","kesusahan","susah","0.00520",,"sains-002"
"4678","nelayan","nelayan","0.00304",,"sains-002"
"4679","saat","saat","0.00304",,"sains-002"
"4680","musim","musim","0.00380",,"sains-002"
"4681","buruk","buruk","0.00211",,"sains-002"
"4682","agar","agar","0.00233",,"sains-002"
"4683","menimbulkan","timbul","0.00417",,"sains-002"
"4684","kerawanan","rawan","0.01494",,"sains-002"
"4685","sosial","sosial","0.00313",,"sains-002"
"4686","dinas","dinas","0.00319",,"sains-002"
"4687","kelautan","laut","0.00501",,"sains-002"
"4688","ataupun","atau","0.00407",,"sains-002"
"4689","dinas","dinas","0.00320",,"sains-002"
"4690","sosial","sosial","0.00341",,"sains-002"
"4691","daerah","daerah","0.00313",,"sains-002"
"4692","agar","agar","0.00319",,"sains-002"
"4693","memonitor","monitor","0.00512",,"sains-002"
"4694","kampung-kampung","kampung","0.00339",,"sains-002"
"4695","nelayan","nelayan","0.00360",,"sains-002"
"4696","lakukan","laku","0.00446",,"sains-002"
"4697","tanggap","tanggap","0.00342",,"sains-002"
"4698","darurat","darurat","0.00322",,"sains-002"
"4699","bagi","bagi","0.00321",,"sains-002"
"4700","nelayan","nelayan","0.00353",,"sains-002"
"4701","yang","yang","0.00353",,"sains-002"
"4702","tidak","tidak","0.00336",,"sains-002"
"4703","bisa","bisa","0.00312",,"sains-002"
"4704","melaut","laut","0.00388",,"sains-002"
"4705","kalau","kalau","0.00314",,"sains-002"
"4706","nelayan","nelayan","0.01274",,"sains-002"
"4707","bisa","bisa","0.00195",,"sains-002"
"4708","melaut","laut","0.00179",,"sains-002"
"4709","hingga","hingga","0.00132",,"sains-002"
"4710","tiga","tiga","0.00125",,"sains-002"
"4711","hari","hari","0.00127",,"sains-002"
"4712","bisa","bisa","0.00301",,"sains-002"
"4713","dibantu","bantu","0.00391",,"sains-002"
"4714","dengan","dengan","0.00377",,"sains-002"
"4715","cadangan","cadang","0.00446",,"sains-002"
"4716","beras","beras","0.00339",,"sains-002"
"4717","bulog","bulog","0.00477","lemma_not_found","sains-002"
"4718","ujarnya","ujar","0.00400",,"sains-002"
"4719","jakarta","jakarta","0.00422","lemma_not_found","sains-002"
"4720","cuaca","cuaca","0.00304",,"sains-002"
"4721","buruk","buruk","0.00314",,"sains-002"
"4722","mengganggu","ganggu","0.00417",,"sains-002"
"4723","kehidupan","hidup","0.00482",,"sains-002"
"4724","nelayan","nelayan","0.00333",,"sains-002"
"4725","yang","yang","0.00317",,"sains-002"
"4726","mata","mata","0.00344",,"sains-002"
"4727","pencariannya","cari","0.01577",,"sains-002"
"4728","bergantung","gantung","0.00272",,"sains-002"
"4729","pada","pada","0.01031",,"sains-002"
"4730","laut","laut","0.00114",,"sains-002"
"4731","agung","agung","0.00340",,"sains-002"
"4732","mengatakan","atak","0.00753",,"sains-002"
"4733","laporan","lapor","0.00404",,"sains-002"
"4734","bmkg","bmkg","0.00433","lemma_not_found","sains-002"
"4735","menunjukkan","tunjuk","0.00552",,"sains-002"
"4736","selama","lama","0.00374",,"sains-002"
"4737","sepekan","pekan","0.00421",,"sains-002"
"4738","mendatang","datang","0.00471",,"sains-002"
"4739","terjadi","jadi","0.00470",,"sains-002"
"4740","gelombang","gelombang","0.00348",,"sains-002"
"4741","tinggi","tinggi","0.00310",,"sains-002"
"4742","angin","angin","0.00335",,"sains-002"
"4743","kencang","kencang","0.00348",,"sains-002"
"4744","sebagian","bagi","0.00495",,"sains-002"
"4745","wilayah","wilayah","0.00313",,"sains-002"
"4746","indonesia","Indonesia","0.00339",,"sains-002"
"4747","pergunakan","guna","0.00610",,"sains-002"
"4748","informasi","informasi","0.00341",,"sains-002"
"4749","bmkg","bmkg","0.00407","lemma_not_found","sains-002"
"4750","secara","cara","0.00449",,"sains-002"
"4751","baik","baik","0.00316",,"sains-002"
"4752","kalau","kalau","0.00327",,"sains-002"
"4753","gelombang","gelombang","0.00485",,"sains-002"
"4754","tinggi","tinggi","0.00135",,"sains-002"
"4755","jangan","jangan","0.00129",,"sains-002"
"4756","izinkan","izin","0.00387",,"sains-002"
"4757","nelayan","nelayan","0.00291",,"sains-002"
"4758","berlayar","layar","0.00386",,"sains-002"
"4759","berbahaya","bahaya","0.00490",,"sains-002"
"4760","ungkapnya","ungkap","0.00376",,"sains-002"
"4761","kita","kita","0.00292",,"sains-002"
"4762","memasuki","masuk","0.00543",,"sains-002"
"4763","bulan","bulan","0.00295",,"sains-002"
"4764","yang","yang","0.00308",,"sains-002"
"4765","penuh","penuh","0.00304",,"sains-002"
"4766","ancaman","ancam","0.00376",,"sains-002"
"4767","bencana","bencana","0.00306",,"sains-002"
"4768","saya","saya","0.01257",,"sains-002"
"4769","ingatkan","ingat","0.00361",,"sains-002"
"4770","gubernur","gubernur","0.00315",,"sains-002"
"4771","bupati","bupati","0.00325",,"sains-002"
"4772","wali","wali","0.00324",,"sains-002"
"4773","kota","kota","0.00311",,"sains-002"
"4774","untuk","untuk","0.00369",,"sains-002"
"4775","mengerahkan","kerah","0.00871",,"sains-002"
"4776","sumber","sumber","0.00316",,"sains-002"
"4777","daya","daya","0.00308",,"sains-002"
"4778","guna","guna","0.00322",,"sains-002"
"4779","menolong","tolong","0.00404",,"sains-002"
"4780","korban","korban","0.00319",,"sains-002"
"4781","bencana","bencana","0.00327",,"sains-002"
"4782","alam","alam","0.00390",,"sains-002"
"4783","seperti","seperti","0.00354",,"sains-002"
"4784","diinformasikan","informasi","0.00361",,"sains-002"
"4785","puncak","puncak","0.00132",,"sains-002"
"4786","musim","musim","0.00131",,"sains-002"
"4787","hujan","hujan","0.00124",,"sains-002"
"4788","adalah","adalah","0.00114",,"sains-002"
"4789","januari-februari","Januari","0.00343",,"sains-002"
"4790","abdul","abdul","0.00341",,"sains-002"
"4791","halim","halim","0.01245",,"sains-002"
"4792","dari","dari","0.00313",,"sains-002"
"4793","koalisi","koalisi","0.00316",,"sains-002"
"4794","rakyat","rakyat","0.00313",,"sains-002"
"4795","untuk","untuk","0.00317",,"sains-002"
"4796","keadilan","adil","0.00509",,"sains-002"
"4797","perikanan","ikan","0.00519",,"sains-002"
"4798","menghargai","harga","0.00494",,"sains-002"
"4799","upaya","upaya","0.00307",,"sains-002"
"4800","bantuan","bantu","0.00377",,"sains-002"
"4801","beras","beras","0.01274",,"sains-002"
"4802","bagi","bagi","0.00225",,"sains-002"
"4803","nelayan","nelayan","0.00330",,"sains-002"
"4804","yang","yang","0.00315",,"sains-002"
"4805","tidak","tidak","0.00305",,"sains-002"
"4806","bisa","bisa","0.00303",,"sains-002"
"4807","melaut","laut","0.00374",,"sains-002"
"4808","namun","namun","0.01361",,"sains-002"
"4809","sangat","sangat","0.00131",,"sains-002"
"4810","disayangkan","sayang","0.00201",,"sains-002"
"4811","jika","jika","0.00322",,"sains-002"
"4812","kewajiban","wajib","0.00547",,"sains-002"
"4813","pemerintah","perintah","0.00512",,"sains-002"
"4814","hanya","hanya","0.00303",,"sains-002"
"4815","sebatas","batas","0.00424",,"sains-002"
"4816","cadangan","cadang","0.00409",,"sains-002"
"4817","beras","beras","0.00369",,"sains-002"
"4818","bencana","bencana","0.00351",,"sains-002"
"4819","katanya","kata","0.00422",,"sains-002"
"4820","seharusnya","harus","0.00479",,"sains-002"
"4821","menurut","turut","0.00411",,"sains-002"
"4822","abdul","abdul","0.00384",,"sains-002"
"4823","nelayan","nelayan","0.00367",,"sains-002"
"4824","bisa","bisa","0.00326",,"sains-002"
"4825","diberi","beri","0.00384",,"sains-002"
"4826","pelatihan","latih","0.00520",,"sains-002"
"4827","keterampilan","terampil","0.00556",,"sains-002"
"4828","bekerja","kerja","0.01366",,"sains-002"
"4829","selain","selain","0.00389",,"sains-002"
"4830","melaut","laut","0.00357",,"sains-002"
"4831","sehingga","sehingga","0.00182",,"sains-002"
"4832","bisa","bisa","0.00198",,"sains-002"
"4833","dimanfaatkan","manfaat","0.00566",,"sains-002"
"4834","untuk","untuk","0.00342",,"sains-002"
"4835","mencari","cari","0.00418",,"sains-002"
"4836","nafkah","nafkah","0.00300",,"sains-002"
"4837","saat","saat","0.00344",,"sains-002"
"4838","cuaca","cuaca","0.00216",,"sains-002"
"4839","buruk","buruk","0.00198",,"sains-002"
"4840","bukan","bukan","0.00227",,"sains-002"
"4841","membuat","buat","0.01368",,"sains-002"
"4842","mereka","mereka","0.00300",,"sains-002"
"4843","berpangku","pangku","0.01681",,"sains-002"
"4844","tangan","tangan","0.00302",,"sains-002"
"4845","dengan","dengan","0.00307",,"sains-002"
"4846","bantuan","bantu","0.00364",,"sains-002"
"4847","beras","beras","0.00297",,"sains-002"
"4848","rahasia","rahasia","0.00340",,"sains-003"
"4849","kehidupan","hidup","0.00497",,"sains-003"
"4850","malam","malam","0.00299",,"sains-003"
"4851","monyet","monyet","0.00300",,"sains-003"
"4852","terungkapkehidupan","terungkapkehidupan","0.02280","lemma_not_found","sains-003"
"4853","malam","malam","0.00308",,"sains-003"
"4854","monyet","monyet","0.00306",,"sains-003"
"4855","terungkap","ungkap","0.00389",,"sains-003"
"4856","spesies","spesies","0.00319",,"sains-003"
"4857","monyet","monyet","0.00330",,"sains-003"
"4858","ternyata","nyata","0.00485",,"sains-003"
"4859","juga","juga","0.00249",,"sains-003"
"4860","suka","suka","0.00132",,"sains-003"
"4861","begadang","begadang","0.00312",,"sains-003"
"4862","untuk","untuk","0.00357",,"sains-003"
"4863","mencari","cari","0.00399",,"sains-003"
"4864","makan","makan","0.00314",,"sains-003"
"4865","atau","atau","0.00299",,"sains-003"
"4866","sekedar","sekedar","0.00323",,"sains-003"
"4867","pergi","pergi","0.00319",,"sains-003"
"4868","kolam","kolam","0.00325",,"sains-003"
"4869","tersebut","sebut","0.01380",,"sains-003"
"4870","diuraikan","urai","0.00583",,"sains-003"
"4871","dalam","dalam","0.00342",,"sains-003"
"4872","temuan","temu","0.00428",,"sains-003"
"4873","terbaru","baru","0.00430",,"sains-003"
"4874","yang","yang","0.00310",,"sains-003"
"4875","dipublikasikan","publikasi","0.00579",,"sains-003"
"4876","jurnal","jurnal","0.00324",,"sains-003"
"4877","primates","primates","0.00445","lemma_not_found","sains-003"
"4878","baru-baru","baru","0.00323",,"sains-003"
"4879","para","para","0.01226",,"sains-003"
"4880","biolog","biolog","0.00283","lemma_not_found","sains-003"
"4881","mengungkap","ungkap","0.00415",,"sains-003"
"4882","kehidupan","hidup","0.00496",,"sains-003"
"4883","malam","malam","0.00320",,"sains-003"
"4884","monyet","monyet","0.00298",,"sains-003"
"4885","berhidung","hidung","0.01389",,"sains-003"
"4886","pesek","pesek","0.00255",,"sains-003"
"4887","rhinopithecus","rhinopithecus","0.00270","lemma_not_found","sains-003"
"4888","brelichi","brelichi","0.00497","lemma_not_found","sains-003"
"4889","pernah","pernah","0.00296",,"sains-003"
"4890","diduga","duga","0.00412",,"sains-003"
"4891","hanya","hanya","0.00380",,"sains-003"
"4892","aktif","aktif","0.01251",,"sains-003"
"4893","pada","pada","0.00341",,"sains-003"
"4894","siang","siang","0.00361",,"sains-003"
"4895","hari","hari","0.00324",,"sains-003"
"4896","monyet","monyet","0.00332",,"sains-003"
"4897","ternyata","nyata","0.00440",,"sains-003"
"4898","juga","juga","0.00365",,"sains-003"
"4899","punya","punya","0.00344",,"sains-003"
